8.1 90.0 153.63
7.0 57.0 181.02
5.8 37.0 83.64
6.2 55.0 79.71
7.4 75.0 195.0
6.6 44.0 126.59
6.9 66.0 133.38
6.4 52.0 73.1
5.8 36.0 34.96
5.5 60.0 128.34
6.3 59.0 82.16
7.2 66.0 143.52
7.4 73.0 209.36
6.1 52.0 65.01
8.0 82.0 257.7
7.9 76.0 177.0
5.5 25.0 31.14
7.7 56.0 107.5
5.8 41.0 122.51
6.9 66.0 176.64
5.5 52.0 292.3
6.8 61.0 134.52
6.8 66.0 55.47
8.1 76.0 183.64
8.1 85.0 227.14
7.6 73.0 215.4
7.4 64.0 180.19
7.6 76.0 424.65
5.5 52.0 292.3
6.4 65.0 118.31
5.8 68.0 101.16
6.6 53.0 49.55
4.9 33.0 60.52
6.2 47.0 113.73
7.3 63.0 148.34
6.7 64.0 337.1
6.6 46.0 217.54
7.3 66.0 209.81
7.5 48.0 186.83
5.8 39.0 163.19
7.5 43.0 58.88
6.7 61.0 113.17
8.0 79.0 124.98
5.2 35.0 115.8
7.1 58.0 162.16
7.0 65.0 126.46
6.2 52.0 58.61
7.0 54.0 89.02
6.7 60.0 132.55
6.1 35.0 47.95
5.9 31.0 190.87
7.8 96.0 274.08
6.3 40.0 0.54
4.3 27.0 56.11
6.1 43.0 155.18
6.3 42.0 130.0
6.2 48.0 106.37
5.8 33.0 66.0
7.1 56.0 85.46
7.2 69.0 134.52
7.1 73.0 104.37
8.1 80.0 228.43
8.0 80.0 167.01
7.0 70.0 97.03
7.8 76.0 130.13
6.7 64.0 119.22
8.5 81.0 162.8
6.7 51.0 85.02
5.8 36.0 34.96
8.0 64.0 57.37
8.2 75.0 116.87
7.5 55.0 27.1
6.1 35.0 39.29
5.3 34.0 28.77
7.0 47.0 24.99
4.3 27.0 95.33
6.7 42.0 43.98
5.5 30.0 17.18
6.3 42.0 23.01
7.6 68.0 176.74
5.9 47.0 88.76
6.8 69.0 81.56
7.3 54.0 58.23
8.5 85.0 132.37
7.0 71.0 110.42
7.8 71.0 102.52
7.6 57.0 209.02
6.1 38.0 26.38
5.5 54.0 100.02
5.6 27.0 78.75
5.9 39.0 68.56
6.9 46.0 65.03
7.0 63.0 143.62
4.3 27.0 56.11
6.5 77.0 197.99
5.8 35.0 20.32
7.1 75.0 127.71
6.9 62.0 117.14
6.7 48.0 150.83
6.0 45.0 62.49
7.5 69.0 31.49
7.1 59.0 13.4
6.1 35.0 80.17
7.0 78.0 75.75
7.7 78.0 33.05
6.5 45.0 102.98
7.3 68.0 408.0
5.4 19.0 133.67
8.1 63.0 127.97
6.4 33.0 103.03
6.6 43.0 101.11
6.9 53.0 94.82
7.6 64.0 85.71
6.7 44.0 169.69
6.0 34.0 27.36
5.6 39.0 23.22
6.8 61.0 368.31
7.5 62.0 368.05
7.9 84.0 35.29
6.7 64.0 134.57
6.7 81.0 118.82
7.3 50.0 117.7
6.0 30.0 162.0
7.3 56.0 45.43
6.1 46.0 83.5
6.4 56.0 336.03
6.1 33.0 36.38
5.6 29.0 70.22
6.6 66.0 148.21
7.2 73.0 244.05
8.3 69.0 120.52
5.6 36.0 42.27
6.5 41.0 98.9
6.3 40.0 55.94
7.7 66.0 38.35
5.9 47.0 38.51
5.4 51.0 7.1
6.7 49.0 25.12
4.9 58.0 300.52
7.7 72.0 251.5
6.4 48.0 81.26
6.8 58.0 27.55
7.1 57.0 39.38
6.5 39.0 43.57
7.4 86.0 182.2
7.5 43.0 58.88
7.6 63.0 148.78
6.9 51.0 100.47
7.2 59.0 115.6
6.4 58.0 59.62
5.2 33.0 85.91
6.6 56.0 53.85
6.3 31.0 54.76
6.4 31.0 44.8
5.4 39.0 42.35
6.4 43.0 36.06
6.5 46.0 13.75
7.1 64.0 43.25
7.5 56.0 2.21
7.9 68.0 54.12
7.7 52.0 210.59
8.1 79.0 167.74
5.5 23.0 109.18
7.1 60.0 90.36
7.0 50.0 58.68
6.6 70.0 75.64
7.7 80.0 75.28
5.0 34.0 64.51
6.2 57.0 50.55
6.6 56.0 56.44
5.9 28.0 62.4
7.2 53.0 46.98
7.8 83.0 257.76
6.7 40.0 46.0
8.1 69.0 623.28
6.0 33.0 31.17
8.1 65.0 363.02
7.3 72.0 350.12
6.4 60.0 80.02
6.3 42.0 44.67
5.9 37.0 60.13
7.9 83.0 107.1
7.2 57.0 101.53
8.0 64.0 162.59
7.8 63.0 35.71
7.7 36.0 69.95
7.0 68.0 62.56
7.4 34.0 73.34
7.4 95.0 95.72
5.8 45.0 118.68
6.3 51.0 143.7
7.0 62.0 218.63
7.1 72.0 126.98
7.1 71.0 191.62
6.6 52.0 127.38
6.1 42.0 150.32
6.0 69.0 128.0
7.6 76.0 88.5
7.6 87.0 75.61
6.1 36.0 55.09
7.4 48.0 52.82
7.3 67.0 50.15
6.7 49.0 56.72
7.4 48.0 47.11
7.7 82.0 17.11
5.6 31.0 21.56
6.2 52.0 19.45
4.8 34.0 28.84
6.6 63.0 12.8
6.9 41.0 31.57
6.4 41.0 1.21
6.0 26.0 89.25
7.3 66.0 15.43
8.1 74.0 60.96
6.5 31.0 46.28
6.5 59.0 47.31
7.4 56.0 24.34
7.3 69.0 22.88
7.1 59.0 13.4
7.2 77.0 15.52
7.7 86.0 136.02
6.0 36.0 5.77
7.2 69.0 138.45
6.6 60.0 159.58
6.6 52.0 6.11
6.6 40.0 18.6
7.2 61.0 176.59
7.3 90.0 150.12
6.7 48.0 163.95
6.4 61.0 126.55
4.1 46.0 166.15
7.6 60.0 125.07
7.8 65.0 102.46
7.7 95.0 96.92
6.0 34.0 90.35
7.5 62.0 95.0
7.2 51.0 75.27
7.2 59.0 115.6
6.4 48.0 64.15
6.0 39.0 83.91
7.6 81.0 72.31
6.9 56.0 61.09
8.5 66.0 53.08
6.3 40.0 54.41
7.8 68.0 50.86
6.4 51.0 52.0
7.0 57.0 37.37
6.2 52.0 38.18
5.1 36.0 38.54
5.9 50.0 42.58
6.1 44.0 42.62
6.7 50.0 26.81
6.4 65.0 15.96
7.8 83.0 21.0
6.0 36.0 5.77
6.8 28.0 10.33
7.3 64.0 3.68
5.8 39.0 10.64
7.0 84.0 4.56
6.5 28.0 88.92
7.3 79.0 47.54
6.4 49.0 42.0
5.2 33.0 34.91
7.7 82.0 109.71
7.6 74.0 92.17
5.7 41.0 41.1
8.1 75.0 26.9
6.1 51.0 46.81
5.2 56.0 191.45
7.0 44.0 150.37
7.8 73.0 277.31
7.7 53.0 255.95
6.9 57.0 117.53
7.7 80.0 171.03
6.8 62.0 124.73
6.8 48.0 81.16
6.3 75.0 110.01
6.6 63.0 55.8
6.0 58.0 55.29
7.5 65.0 83.3
6.6 44.0 45.8
6.7 53.0 37.55
6.7 85.0 13.3
6.9 47.0 7.46
6.8 57.0 102.41
7.3 51.0 10.14
7.1 33.0 37.43
5.6 58.0 34.01
6.8 75.0 169.08
6.7 67.0 101.47
7.5 74.0 54.7
6.3 36.0 14.27
7.3 76.0 93.75
8.1 88.0 59.07
5.5 60.0 128.34
6.1 34.0 58.88
8.0 81.0 115.65
6.9 59.0 66.36
7.4 84.0 66.47
7.2 67.0 62.88
5.4 24.0 58.72
7.7 81.0 56.82
7.6 82.0 46.88
7.5 57.0 52.42
7.2 51.0 42.48
7.0 72.0 42.04
6.8 65.0 40.25
5.9 53.0 35.27
6.7 55.0 32.36
6.8 65.0 7.69
7.5 68.0 3.9
7.5 66.0 97.66
6.5 63.0 183.44
5.3 40.0 63.03
7.9 72.0 161.03
7.1 71.0 27.37
7.8 81.0 70.24
6.7 34.0 71.35
7.7 66.0 48.04
6.2 40.0 30.69
5.8 45.0 10.91
6.6 41.0 28.75
7.0 85.0 148.73
7.8 77.0 364.0
7.8 53.0 22.49
6.7 55.0 41.01
6.5 57.0 25.98
7.0 64.0 87.34
5.2 32.0 40.17
6.5 45.0 49.87
6.5 34.0 12.28
7.9 50.0 145.0
6.7 29.0 26.76
8.1 62.0 169.71
7.0 64.0 80.03
8.1 91.0 74.27
6.2 50.0 70.63
6.5 39.0 60.44
7.2 74.0 82.23
8.1 92.0 40.22
5.5 55.0 48.24
6.5 47.0 45.09
6.4 45.0 2.34
7.5 38.0 31.66
6.0 55.0 33.63
7.5 54.0 15.79
7.0 55.0 1.87
8.2 71.0 13.65
5.6 58.0 34.01
5.3 48.0 16.97
7.2 63.0 70.27
5.3 34.0 28.77
6.5 58.0 51.78
6.6 56.0 31.45
5.5 53.0 25.0
6.5 44.0 23.23
7.7 73.0 75.59
8.0 90.0 25.56
7.5 54.0 15.79
6.8 64.0 71.98
6.0 36.0 5.77
6.4 54.0 49.0
6.8 63.0 11.33
6.3 54.0 16.68
7.8 81.0 132.09
7.5 64.0 36.58
6.6 39.0 24.85
7.1 85.0 24.1
7.5 68.0 137.39
7.3 84.0 82.62
8.1 96.0 56.67
7.6 51.0 56.23
6.7 60.0 113.08
7.0 42.0 41.57
6.8 47.0 42.65
8.1 93.0 44.99
7.5 69.0 34.3
4.8 62.0 34.33
7.0 81.0 26.0
6.4 46.0 31.58
7.1 58.0 38.56
6.3 30.0 23.39
8.2 73.0 18.35
5.2 56.0 191.45
1.9 15.0 14.17
6.0 35.0 13.99
7.2 79.0 12.13
6.3 52.0 12.63
6.6 42.0 13.65
6.7 81.0 8.09
6.3 57.0 0.58
5.7 32.0 0.05
7.2 54.0 4.71
7.8 78.0 3.4
6.4 68.0 150.06
6.1 37.0 59.57
6.6 51.0 52.69
7.8 88.0 42.34
7.3 78.0 33.4
7.6 82.0 18.33
7.2 82.0 17.75
7.3 53.0 5.69
6.7 76.0 3.71
7.6 76.0 121.46
6.2 50.0 58.01
6.5 30.0 82.39
6.4 52.0 41.78
7.2 66.0 65.0
6.5 57.0 54.24
7.6 68.0 39.83
7.6 68.0 39.83
7.8 84.0 45.51
8.2 98.0 37.62
7.9 81.0 23.62
7.2 70.0 23.21
6.7 60.0 113.08
5.1 47.0 16.2
7.2 40.0 19.06
7.0 61.0 2.32
6.5 69.0 7.77
8.0 88.0 138.8
6.1 38.0 26.38
8.1 73.0 91.12
6.2 56.0 64.0
6.2 57.0 71.59
7.7 68.0 40.98
7.7 72.0 35.89
7.1 76.0 37.88
5.8 39.0 163.19
7.8 78.0 35.05
7.0 78.0 28.64
6.4 63.0 20.57
7.3 68.0 21.38
7.6 94.0 15.7
7.0 48.0 13.77
8.0 67.0 7.76
6.4 62.0 0.12
6.1 58.0 0.07
8.0 86.0 141.32
5.9 31.0 190.87
7.2 66.0 14.99
6.3 78.0 2.61
8.0 79.0 106.95
6.2 52.0 58.61
6.8 44.0 61.69
6.8 59.0 55.12
8.3 86.0 14.68
8.0 67.0 17.74
6.5 48.0 65.27
6.7 48.0 54.72
8.0 80.0 167.01
7.8 69.0 124.87
6.4 56.0 31.99
7.8 55.0 15.29
6.0 18.0 35.54
7.9 79.0 93.57
6.8 46.0 50.46
7.5 87.0 38.32
7.3 51.0 33.31
7.3 79.0 47.54
6.0 42.0 35.79
7.3 71.0 76.2
4.3 18.0 8.83
7.3 77.0 5.48
7.1 80.0 3.03
6.0 48.0 75.31
6.5 56.0 34.02
6.5 58.0 51.78
7.2 61.0 176.59
7.9 76.0 32.28
7.9 80.0 59.89
7.7 72.0 34.96
6.1 36.0 26.05
7.8 69.0 0.15
7.1 72.0 58.4
8.0 37.0 0.69
5.4 46.0 17.54
7.0 51.0 1.33
6.2 59.0 336.53
7.5 81.0 143.49
6.1 72.0 113.71
7.3 55.0 144.81
7.3 72.0 17.47
7.8 81.0 304.36
7.5 68.0 1.74
8.2 80.0 6.86
5.4 37.0 84.26
7.3 72.0 4.0
6.6 66.0 24.48
7.3 76.0 71.9
8.0 84.0 27.3
6.5 61.0 27.69
5.3 63.0 14.12
6.8 38.0 27.29
7.9 67.0 5.01
7.1 79.0 3.22
6.2 55.0 65.07
5.8 36.0 34.96
6.1 52.0 65.01
4.6 30.0 35.39
8.0 100.0 25.36
7.0 60.0 0.06
6.5 66.0 0.02
6.0 38.0 26.38
6.9 56.0 61.09
8.5 88.0 13.09
5.7 41.0 64.42
6.8 53.0 48.06
5.4 55.0 1.82
6.0 55.0 33.63
7.1 82.0 6.85
6.6 66.0 0.44
5.0 90.0 6.53
6.9 83.0 14.67
8.5 89.0 11.28
6.1 46.0 3.59
5.9 53.0 35.27
6.3 27.0 0.09
9.1 37.0 131.56
6.8 52.0 53.99
7.0 50.0 58.68
7.8 53.0 22.49
5.7 59.0 31.54
7.4 81.0 9.7
5.4 38.0 7.19
7.5 81.0 143.49
6.4 60.0 80.02
7.3 57.0 0.33
6.7 42.0 43.98
7.0 61.0 2.32
6.4 44.0 234.9
7.4 56.0 24.34
