1000.0 936.0 855.0 0.0 760.51 237000000.0
40000.0 5000.0 1000.0 563.0 309.4 300000000.0
11000.0 393.0 161.0 0.0 200.07 245000000.0
27000.0 23000.0 23000.0 22000.0 448.13 250000000.0
640.0 632.0 530.0 475.0 73.06 263700000.0
24000.0 11000.0 4000.0 0.0 336.53 258000000.0
799.0 553.0 284.0 15.0 200.81 260000000.0
26000.0 21000.0 19000.0 0.0 458.99 250000000.0
25000.0 11000.0 10000.0 282.0 301.96 250000000.0
15000.0 4000.0 2000.0 0.0 330.25 250000000.0
18000.0 10000.0 903.0 0.0 200.07 209000000.0
451.0 412.0 393.0 395.0 168.37 200000000.0
40000.0 5000.0 1000.0 563.0 423.03 225000000.0
40000.0 2000.0 1000.0 563.0 89.29 215000000.0
15000.0 3000.0 748.0 0.0 291.02 225000000.0
26000.0 21000.0 19000.0 0.0 623.28 220000000.0
40000.0 11000.0 1000.0 252.0 241.06 250000000.0
10000.0 816.0 718.0 188.0 179.02 225000000.0
5000.0 972.0 773.0 0.0 255.11 250000000.0
15000.0 10000.0 963.0 464.0 262.03 230000000.0
891.0 882.0 738.0 0.0 105.22 200000000.0
5000.0 972.0 773.0 0.0 258.36 225000000.0
16000.0 6000.0 1000.0 129.0 70.08 180000000.0
21000.0 19000.0 11000.0 94.0 408.08 250000000.0
14000.0 10000.0 627.0 532.0 65.17 209000000.0
3000.0 2000.0 1000.0 365.0 652.18 150000000.0
883.0 563.0 393.0 0.0 304.36 200000000.0
20000.0 808.0 560.0 420.0 234.36 210000000.0
12000.0 779.0 760.0 37.0 268.49 200000000.0
894.0 581.0 464.0 0.0 402.08 200000000.0
974.0 956.0 808.0 0.0 245.43 210000000.0
44000.0 15000.0 11000.0 0.0 234.9 215000000.0
15000.0 10000.0 825.0 464.0 202.85 200000000.0
1000.0 919.0 776.0 487.0 191.45 200000000.0
16000.0 368.0 326.0 258.0 116.59 200000000.0
15000.0 1000.0 721.0 125.0 414.98 200000000.0
23000.0 3000.0 988.0 368.0 125.32 200000000.0
17000.0 11000.0 1000.0 395.0 202.35 190000000.0
34000.0 22000.0 20000.0 0.0 233.91 200000000.0
19000.0 981.0 928.0 14000.0 228.76 190000000.0
29000.0 509.0 77.0 1000.0 144.81 105000000.0
15000.0 567.0 236.0 179.0 90.76 200000000.0
16000.0 968.0 919.0 0.0 101.79 190000000.0
894.0 829.0 581.0 0.0 352.36 195000000.0
11000.0 1000.0 1000.0 14000.0 317.01 185000000.0
2000.0 1000.0 838.0 56.0 237.28 185000000.0
998.0 119.0 105.0 681.0 158.8 185000000.0
1000.0 729.0 522.0 475.0 223.81 180000000.0
1000.0 468.0 310.0 776.0 166.11 200000000.0
17000.0 15000.0 13000.0 0.0 47.38 176000000.0
11000.0 10000.0 103.0 282.0 126.59 180000000.0
34000.0 13000.0 1000.0 0.0 155.33 178000000.0
23000.0 13000.0 11000.0 22000.0 533.32 185000000.0
